charging_capacity_kW,usage_stats,cost_per_kWh,battery_capacity,state_of_charge,charger_type,renewable_energy,maintenance_frequency,latitude,longitude,priority_score
9.228441074038201,33.40499656687692,9.215570390643926,120.39123586612595,49.41257411412706,Level 2,Yes,Monthly,16.52319201553551,77.08891034243405,35.75
131.76217840731735,73.26990505902803,9.327850648381567,81.51771429497182,62.02788171008429,Level 2,No,Monthly,15.590108925968417,75.67065628541376,21.8
283.6936657736415,40.45273855738697,9.187176162000181,100.30450012803325,54.42000021136278,DC Fast,No,Quarterly,13.624106418133017,80.02933937083249,30.22
345.54664526023055,6.835320030995861,6.898880604917344,79.32237009691181,73.97963719360992,DC Fast,Yes,Quarterly,16.41487470805588,79.99562155934923,14.55
52.64591188623486,78.37598424841073,8.753677849737176,136.2318780035199,70.593661771162,Level 1,Yes,Monthly,12.712215203841183,82.0690090167572,24.57
207.9457503732473,28.5758324592706,9.420136785122896,84.7229934668615,53.41898918086192,Level 2,No,Quarterly,17.948302616043268,82.44750693051905,24.88
133.31179982085752,43.276687959926264,8.520736904268837,129.43513217374647,67.89030208597069,Level 2,No,Weekly,12.29318950307654,82.27791488692897,24.8
339.47003923511113,68.54438832219016,8.76242581329831,124.17576757513231,87.35596022726128,Level 1,No,Quarterly,11.588376953820156,79.09558732916756,9.98
294.74162309749806,33.2456157148712,8.104272177992073,73.36562677528636,43.22712877881686,DC Fast,Yes,Weekly,17.824394094988747,81.31689787226563,32.71
293.4150466488982,5.658565614671563,8.350475619594185,49.910983941471756,41.276307274879365,DC Fast,No,Weekly,17.07892030697933,80.7694524264396,23.17
164.0426059282396,37.39210470128136,6.620319004231038,72.79067723277024,76.42456208523801,Level 1,Yes,Quarterly,11.826389757017985,79.2156175611692,11.53
145.18682581818283,94.44485826943034,8.736370576906495,127.40825885077862,58.2553837041994,DC Fast,No,Monthly,11.162457526899379,80.97212694185993,35.36
95.69247517574718,64.17343972985582,6.785065245119057,49.592229656521006,7.100678022258855,DC Fast,Yes,Quarterly,18.383990884866922,84.47247876706263,40.85
19.73142382782449,67.1479148667207,8.022551080190782,88.17672496150742,89.21120156910814,Level 1,No,Weekly,17.76598482196688,76.92893743681377,6.06
302.6528316892686,63.22821536376399,7.524292841835927,124.79257723489717,3.0783102237640136,Level 1,Yes,Weekly,13.272573736996643,84.05772095785527,80.13
284.51535319552715,19.899213895943678,8.408997825740997,65.95207176668924,74.8396356209743,Level 1,Yes,Quarterly,16.581974082133666,75.53455513983198,11.56
349.9011856501457,41.833386410228016,6.966957174331225,103.48725281035067,75.87941427043128,DC Fast,Yes,Weekly,11.241601865478108,78.0838921290166,17.98
348.82289297586686,75.09397983633183,8.920751906906613,51.93210462634589,95.31110852819305,Level 1,No,Quarterly,15.070476590476781,77.88145248611528,2.13
194.4010969609196,10.137289755315916,9.282540379249646,34.20632789786079,5.4134408402320755,DC Fast,Yes,Quarterly,10.187302920604198,81.26365107880906,29.59
269.14559531317866,27.785277608971228,7.071740574101048,123.26994926207132,59.685686078449095,Level 2,Yes,Monthly,13.916018809215554,76.3122495177729,31.13
330.6680054588498,27.631910846585363,6.865095805731587,32.86592104313189,42.784057062705294,Level 2,No,Weekly,10.748428214714052,83.82347611839754,19.0
297.376586737094,43.2018927594506,7.009304189755757,55.27958136034599,33.0632954859542,Level 1,Yes,Quarterly,14.751471801568826,83.28551408465042,29.71
86.57183561011918,98.0368740942185,9.569946466644756,131.16422485966723,9.031856029907303,DC Fast,Yes,Weekly,14.216816468528943,81.52065819685278,81.56
157.69044735853274,6.750254668382194,8.348662416147246,65.04100732022673,56.265411967130916,DC Fast,No,Quarterly,14.44385026638056,79.58413831792198,18.27
45.205795303023244,51.870099438059505,8.135413486026259,146.49589543684095,47.90407256746136,DC Fast,Yes,Quarterly,10.453313020479941,84.32956042142078,45.64
333.91785954055285,17.936468201221047,6.87349136685824,147.36546352060176,10.455445815102426,Level 1,No,Monthly,13.616163412818324,83.30746554720557,75.11
212.16112205780803,97.06765454097442,8.773446023649367,54.87588265896237,61.24895070970834,DC Fast,Yes,Quarterly,17.564838490999165,79.99315148081244,20.84
80.02498192621195,11.33035047274642,9.537998571632816,25.32716889248576,73.79531202529385,DC Fast,No,Monthly,13.689143733536202,82.01873354454311,5.92
235.09523954204985,40.36010023615913,9.398650542632085,111.65822694669929,76.72783010536483,DC Fast,Yes,Weekly,17.151719526095807,80.66929952179684,17.6
216.34488416026355,73.78849848346061,8.691191481432805,78.6282453442847,90.53731882624274,Level 2,Yes,Monthly,13.694787236337334,80.87942238388264,5.77
125.35695131149417,70.45544280274453,6.763475508280858,33.09786971474492,40.94707418887772,DC Fast,Yes,Monthly,14.232394414901865,78.30976069437472,22.8
39.745157269870155,42.272863689393226,6.893389595116045,111.97796646714556,95.3072768622137,Level 2,No,Weekly,15.638921128292662,79.62084604624897,3.12
235.05061845747986,34.652416795271826,6.672581454884386,24.05273818454976,86.5429405082686,DC Fast,Yes,Monthly,19.506819368070826,75.78121430789744,4.28
182.10769531632766,39.76123785528706,7.401177257723642,133.12556976399148,29.650157102393905,DC Fast,Yes,Monthly,11.088604466466553,78.57348691664592,58.83
270.31143710747375,26.42762631586393,6.974815135061322,38.02482878472948,15.928303734945848,DC Fast,No,Quarterly,10.329137686611737,81.95828515362152,28.69
182.0572253891977,20.53329387067998,7.410168140883519,36.55054423707425,43.53893961280134,Level 2,No,Monthly,16.079571838100453,84.53216030506186,16.7
298.26352511148906,48.303969755889,7.847703195016366,42.83739873591599,40.18987079559666,DC Fast,No,Quarterly,19.490970889284263,84.6306411276302,24.01
193.16739357106994,26.853375606760732,9.800439744248974,144.83462660396864,57.57193053312043,Level 1,Yes,Monthly,19.89723132554715,80.55722869124892,35.51
196.3282900373852,28.746166489725013,8.636316209235922,110.11201683299998,58.3386232327748,DC Fast,Yes,Weekly,14.841642473920018,81.06622251809583,30.15
306.82876093042074,65.67560634745571,9.422408249890369,124.17829961027277,74.99869843799752,Level 2,Yes,Weekly,14.680816210850985,76.85721185500968,21.2
141.21900317433895,96.85373316998923,8.986230252493163,71.69254814525789,50.98899482056102,Level 2,No,Monthly,16.449637707451963,81.9530810809353,27.54
46.905329957724256,60.363720055937506,6.893760956843211,63.720654575644225,10.482264094076555,Level 1,No,Quarterly,15.556347572049699,75.70658792674386,37.69
10.07393670966864,7.697946706496628,9.07572142230882,50.48292088181209,85.8291335553106,Level 1,Yes,Monthly,16.34088057614118,77.84685685799444,4.47
264.29803948576665,7.558361385406698,7.462846085456936,82.48424368061316,30.976458318518706,Level 1,Yes,Quarterly,18.739994255378942,81.68363347285442,35.68
217.10834297371264,95.1423220845566,8.736877464481472,91.7377353594419,97.1297460306592,Level 2,No,Monthly,17.463061694876092,78.1031013154349,1.93
246.42791883472825,29.729079030733363,7.69336690775046,102.1307296748582,11.786010867977016,DC Fast,No,Weekly,14.968773916867956,75.49846874114455,58.94
74.53745652811875,9.206698608247542,9.991852921426307,53.425405519830285,95.82511722325032,DC Fast,No,Weekly,14.618644590001697,83.31870409350964,1.53
47.730016455369416,59.90445871503815,7.422430178238722,143.32503051738877,9.101180688251699,Level 1,Yes,Quarterly,16.39601748513116,78.10330007134563,75.69
5.090632983758675,62.36487782902661,7.476956647709944,42.06860476692766,23.103613794705947,Level 1,No,Monthly,14.557062844202974,75.63105224858678,24.64
122.70564558230895,64.85048201186882,9.757352894468394,145.5349127196336,4.657994208654159,DC Fast,No,Quarterly,14.577793512656399,75.74788164502866,83.65
206.47119039912158,26.74020278575413,6.58625541622713,21.931295925975494,70.5113146638995,Level 1,No,Weekly,10.163059017865049,77.51758798788754,6.78
137.28541578490632,1.5110684214475034,8.938411457556189,82.54633993618992,85.02987365717918,DC Fast,No,Quarterly,11.740641374073084,76.78015947221526,7.33
153.11622270830517,96.50153694544719,9.038642367575573,63.33781895515316,43.40710818159804,DC Fast,Yes,Monthly,14.885136399957531,82.7430011778015,32.49
316.45554307281196,25.089304569110247,9.427325020936397,78.3860438109326,92.85220750424297,DC Fast,No,Quarterly,18.22653459050369,78.21684046667035,3.89
121.88941345815512,67.60262880525475,9.910537587234664,94.18639526750258,59.029907175559956,DC Fast,Yes,Monthly,12.78727006727124,83.04695785039833,27.64
179.8963212059338,70.66298698787095,9.914606717048283,76.62659054165218,63.00071354465232,Level 2,Yes,Monthly,15.226434331311491,76.73845997823153,21.75
274.2785544594001,61.00074170794857,6.728468651482624,73.93009053920734,84.54192017007699,DC Fast,No,Weekly,13.449620847592321,79.92879179544084,9.01
138.78997381244454,31.290739421364822,9.37643762963516,115.25404400372985,29.68002050518389,Level 1,No,Monthly,11.04803989539589,81.8803713355313,46.32
217.73034507975572,27.109625376406576,8.762084767800834,109.1639157612404,35.42657213276258,Level 1,Yes,Monthly,19.582984830713006,81.51990853865856,43.37
301.8272980613608,59.76682827027031,8.765697470305819,128.3252666646602,90.59519191946444,Level 1,No,Monthly,18.546738702503017,81.01129409930269,7.51
332.33221828017474,86.60956336116915,6.949224743151432,52.49466756113442,90.09634960387638,Level 1,Yes,Quarterly,10.784924244669064,84.2482160193117,4.94
51.47571832516328,94.67337289233956,8.775655082559787,99.23870626802827,97.64827762008709,Level 2,No,Weekly,17.197872624682844,77.28525147706745,1.6
324.30566880652304,10.590580440375764,9.938689032104367,96.075322101071,90.18383164416711,DC Fast,Yes,Quarterly,13.475799043575002,79.93719204462106,6.28
172.24070257783836,15.482861259771985,9.691364993388063,68.06591541344955,12.73720360333609,DC Fast,Yes,Quarterly,19.948498070617926,83.83992550072409,41.69
90.38553590463542,94.47362587830797,8.036957312816977,83.18748044734852,82.37242861369873,Level 1,Yes,Weekly,13.023985198289777,75.77893765595157,10.97
160.69751468339146,73.65352283347926,6.63981790650133,60.79167862974474,40.9838478109594,Level 1,No,Quarterly,12.387384453625998,75.55888268253075,26.65
343.011401349917,88.29938248297731,7.768027215000717,38.439771690208076,99.08013559459378,Level 1,Yes,Quarterly,15.678905483054052,77.33302287558291,0.4
172.41633289750436,20.263263413534315,9.392366090601943,47.79415738615527,47.22809643288011,DC Fast,Yes,Monthly,18.351261633432042,81.33021219538018,20.96
115.06306360062787,58.758587110940184,8.955246855128081,33.71677403215614,55.38360825022206,Level 2,No,Quarterly,11.92518871819798,77.59879626449806,13.85
221.690299010854,70.11395944174737,8.107702794578847,108.79904477471614,52.97749152567985,Level 2,No,Weekly,17.09402769719331,76.90239883808799,34.38
84.05096657236757,68.01118854469726,6.692855373055909,105.89456110418969,32.17370298582778,Level 2,Yes,Quarterly,10.614065831411217,79.58802315358292,46.98
26.552164838032372,40.81516908666981,7.994131547381559,143.57882830538347,7.502208889291817,Level 2,Yes,Monthly,19.189347431104974,81.13598068769411,76.99
45.10790266872723,1.5394891691308477,8.141587289012593,114.85819377414137,89.56512304019185,Level 1,No,Quarterly,10.810749161472987,77.48557707016741,6.09
44.81604363522035,58.29260568042631,9.749944365129476,26.765959038297087,80.26758125262869,DC Fast,Yes,Weekly,19.142313763441624,78.00691186723742,6.52
53.165942729303026,25.310153917960875,8.743801362537559,134.95187261076404,13.952678055966928,Level 1,No,Monthly,14.908072494527028,81.13559304811514,62.41
48.58951042729355,45.02542461428904,7.590785208291271,132.14777118294435,77.67682713500729,Level 2,No,Quarterly,14.4809111279592,84.45738421989452,16.71
224.3061606811251,95.75810150838173,8.338613925577524,77.63164170045083,62.584666605061,Level 1,No,Weekly,19.733070795003766,81.74741727438088,22.37
63.65802953970069,39.903531764243475,6.73119357737756,96.1621965686298,40.91437879176223,Level 2,Yes,Weekly,19.90384177698219,82.8290414358456,36.75
120.98354916335212,83.98016066644267,9.903988824774078,146.89018322142744,25.40211490955627,DC Fast,No,Quarterly,16.50178125961012,78.66810094755469,67.91
313.87594346710415,18.854060574925114,7.7602096567575405,89.19956730026162,85.97287835022325,Level 2,Yes,Quarterly,11.271192918570485,77.72254359384466,8.36
165.88657409200533,67.24604980250288,8.172535742195976,137.69183768889167,70.01882592940531,Level 1,Yes,Monthly,15.061700856552026,79.54267743202622,25.57
233.64520848235952,97.70069544389435,7.743493909829229,30.795038515324237,54.773990946913685,DC Fast,No,Quarterly,15.291631009556625,83.07132828711674,18.0
60.31195492057044,10.189310087293679,8.888791055406701,44.83674293212877,60.95685338984641,Level 2,No,Monthly,15.144464281353098,79.56299641790555,11.45
67.30115658303477,0.8319942227192012,8.817812554153576,77.29814264737132,9.106618208218098,Level 2,No,Quarterly,15.694918385200097,83.46725408789861,38.86
14.304015693267601,43.35827926326144,9.003628086851975,96.01838508384961,47.39197609111919,DC Fast,No,Weekly,10.187247137943906,84.88771980695127,31.82
59.12727207525759,9.26254830513672,7.438501303641723,126.10962074216403,19.3700292785702,Level 1,Yes,Weekly,17.112272814705022,75.72026665730337,56.59
97.50661866118551,74.83843496762313,7.604839684074231,148.4740749686143,20.838367900882538,DC Fast,Yes,Weekly,17.123943019529882,75.45410156083703,75.18
61.95366949686139,91.45486638485589,6.938379308836728,70.55069454163514,66.13039622868668,Level 1,No,Weekly,11.15469775177888,76.49589702913362,17.64
31.045886814969464,43.402097270875885,8.794284901461394,26.16403269821104,91.1256151834288,Level 2,Yes,Monthly,15.702394424458006,78.84369675734347,2.43
42.222554885210286,25.871164215544095,6.639289945674784,124.15229542839222,40.375661047834654,Level 2,No,Weekly,15.683611824357746,76.31042209145433,41.84
161.27256881145402,43.44033190066098,8.591888174332107,98.56949348076505,20.774927301219037,DC Fast,Yes,Monthly,16.824504201904002,83.70664477618756,53.15
72.21680144202737,72.3447817850001,9.543935596980718,45.810571652866216,64.87469372366542,Level 2,Yes,Monthly,10.85397692135081,75.23146251027063,14.67
127.49445136682641,0.9054161580370979,9.617912519013718,84.32769936078462,87.11870463503178,DC Fast,Yes,Monthly,16.265033072660962,78.15792716335822,6.89
176.1960447991999,58.945398948469716,8.071632161294866,116.50033191938417,74.83188011224908,Level 2,No,Quarterly,12.807519507463411,76.84694629494206,18.17
241.63819002027785,61.329168488737906,8.107562908745757,120.1535323189237,86.87572305365872,Level 2,Yes,Monthly,15.07002990496172,84.31539330157533,10.47
13.759248944384627,63.76882468959355,6.769392140528061,84.95039355983906,53.655467101079935,Level 1,Yes,Quarterly,17.73323552704077,81.69481004890028,25.5
279.79363961816495,24.202207998087722,8.847677589050626,59.677888916751684,75.1876244369191,DC Fast,Yes,Monthly,17.056459363630132,84.12030256451375,12.02
219.76513632181772,71.40527233781268,9.37440797130496,146.58653566500416,14.006455935893648,DC Fast,Yes,Quarterly,11.189030176779934,84.72328710310393,81.16
28.615661182105168,9.13914863317764,7.356292691116495,106.23713942434406,34.82746153631915,Level 2,No,Quarterly,15.911847871160733,79.9709824367737,37.1
305.75251843737203,19.92703364668008,7.974553085716776,73.07087751501882,38.95491644815225,Level 1,Yes,Weekly,19.691165309407385,77.34319108048027,31.65
322.30534018613463,87.74700466544819,9.435937678678446,56.460219146604814,51.12957462460346,Level 1,No,Monthly,11.567694373350022,76.9372878619659,24.31
21.377285949202314,73.87231507265663,9.569921636818009,115.04338779046307,92.90763602568236,DC Fast,No,Quarterly,18.52907087725415,77.22918861685841,5.11
96.9071768515213,1.3745554011345251,7.351129930924791,51.4838479271898,87.42965602221743,DC Fast,Yes,Weekly,17.025480805537768,82.08593307622003,4.79
282.17044792757144,24.83762603698002,8.426997220894775,42.32229856657946,13.452549228918453,Level 2,Yes,Monthly,17.740033129097597,75.40445728123001,33.1
261.8908916342804,21.440648299316457,7.173726027225395,88.87840556506914,17.27896518824632,DC Fast,No,Weekly,12.819583271426454,75.51361073032714,49.34
64.58235677473206,27.080632803697256,6.856575674488448,57.698361043738444,35.76405495889114,Level 2,No,Quarterly,12.878889293798425,81.0814294238315,23.74
73.2722631678486,24.755977027988642,9.688921754871851,101.75766884006995,29.07438658906739,Level 1,No,Weekly,19.06019455776488,81.42057146737406,41.13
129.6652359769837,6.252629574284574,9.371776264812382,35.33202773365035,61.47709531562623,DC Fast,Yes,Weekly,13.598320320925588,81.6526292432246,12.25
169.58304481685747,45.894051659682034,9.16012215631111,105.1423435937518,90.2776047764545,Level 1,Yes,Monthly,10.630153906928104,78.71880504588592,6.49
216.38917003560357,73.27334747861651,6.670682115845992,56.82854863970129,96.22915416725868,Level 1,No,Quarterly,16.0059670357945,83.05944888714153,1.68
129.11977384942034,60.67317247174364,9.453050774485902,20.031581476486654,65.36029525352265,Level 2,No,Monthly,11.248176690418427,80.33624587726618,9.03
161.88715064660175,67.28716685980798,8.033154265668843,36.50168749764293,83.81592014010867,Level 1,No,Monthly,17.96596241407908,76.0546563000942,5.44
261.61482834681476,8.114917853623915,7.698382931535509,141.36999911856225,52.52022002307971,Level 2,Yes,Weekly,16.417464425010575,82.97099307067346,39.87
12.839121011709265,95.14907101767872,8.412667263588817,132.7561030849965,20.832694686003972,Level 2,Yes,Quarterly,18.747265052212082,84.53067786270458,66.77
88.35293052040727,83.84918338430248,6.8197363495324455,50.369174164710785,52.46884120934774,Level 1,No,Monthly,17.848372497826354,75.60036313002358,19.46
249.67235505959334,80.50903184956627,9.148262922733396,121.18834759091386,55.508260143765106,Level 1,Yes,Quarterly,11.121136483381962,78.91351338700579,35.66
313.3223931905198,82.29838050417675,8.538522769109036,99.11430711261666,74.24575642135565,Level 2,No,Monthly,13.810706764344223,79.87516044834747,18.35
179.08710474048314,93.27105081327613,7.153065339056086,146.21761248848304,21.98829897073491,Level 2,Yes,Weekly,17.745602499145875,76.46470760078317,75.15
186.23971984286047,54.42539661136977,7.158812699191659,68.5687357394277,36.83103820867317,Level 1,No,Monthly,14.173414732663257,83.67708947782877,30.19
37.510203968921616,20.02820178676259,7.14487028050436,108.58987962723226,36.40274692145663,Level 2,Yes,Monthly,19.723654847799782,77.84149644890044,40.57
156.59432838820914,61.678360785254114,6.699508356431769,28.259643915109415,95.94395957411649,Level 2,Yes,Monthly,17.357404498934493,82.8300853993816,1.37
186.41604325925812,74.2881493667939,8.557294572800897,71.51215508613276,44.394496032671896,DC Fast,Yes,Quarterly,10.15499916690321,81.70994482028316,32.24
84.86467627215538,73.79173933540254,9.441218621559779,145.29629595446346,75.50939672981465,DC Fast,Yes,Weekly,18.799856915608366,80.98045822467023,22.78
94.23513083228333,52.14490241668801,6.56124374895586,90.06751367851567,75.0811381374439,DC Fast,Yes,Quarterly,11.008047848685576,76.92142848696554,15.37
132.04945708661793,6.845871933357806,6.671516257399458,57.4243354335298,26.554418480324138,DC Fast,Yes,Monthly,11.405237241800858,77.20703520550906,30.51
7.024919222204229,37.11129384301278,8.50469596840431,35.63522520671889,57.18696893717321,DC Fast,Yes,Weekly,17.34492400611051,75.47348404746569,14.33
112.7277079541124,92.07666084633573,9.368234898851183,111.45868422359895,89.43028933186481,Level 2,No,Quarterly,18.649685594304803,77.40712429782266,7.71
74.00680244879062,58.4448909757426,7.6435861169902175,103.83128564586448,47.51977194569494,Level 2,No,Monthly,15.363496278995559,78.45443609460514,33.96
114.62407326227013,53.83319432557134,7.723650395827027,68.6120327684907,94.5117507342546,DC Fast,No,Weekly,12.89049732945779,83.33145303862426,2.8
41.91674613673793,26.885351438219352,8.587212741238716,143.62237574255846,21.44582293241616,Level 1,Yes,Weekly,13.513155452531755,78.66392666714805,63.36
311.6845482589632,36.84489199165789,7.459745111934515,22.88636568842054,7.415910577403073,DC Fast,Yes,Monthly,13.42889329596056,82.54621782765606,30.8
207.75735874391702,89.53460891531692,6.593129281271894,59.484100712137355,89.14538731447493,Level 1,Yes,Weekly,13.266781038095122,79.39442281295487,5.74
237.68581170057135,66.64630475268358,9.073299813355586,139.73903321894556,84.76811979622167,Level 2,No,Weekly,12.429096718216499,82.84868311993888,13.38
276.2099335125684,78.73870267523328,8.689774695295085,61.72160698152725,99.25898759338448,Level 1,No,Quarterly,16.088670946292332,84.7627160043704,0.36
174.45476962517006,45.434542306765515,8.532645996694807,52.79286840117215,67.93934881124261,Level 2,No,Weekly,19.004053185650672,77.3984155805758,13.37
30.422100830598293,63.024721945615795,9.09589445147138,89.44865329106214,93.66879266671495,Level 1,No,Quarterly,13.070824130833412,83.62341611963876,3.45
187.9872896364917,24.838360874320752,8.863307931467132,127.09422748966993,82.69490250841109,Level 2,No,Quarterly,11.86694297461412,81.21824086305774,12.59
205.3943913073077,70.54608302834863,7.220586958624124,33.409078914186935,84.44263331200868,Level 2,No,Quarterly,18.385776663714246,83.17294261588654,5.38
260.9038159645155,42.76013337033373,7.733683664301729,142.5926922539457,56.914157045426826,DC Fast,Yes,Quarterly,17.41783330889703,81.51585902267806,38.52
151.08084118038778,44.25455148147456,6.9413854958751875,123.35947455355132,38.23645979167109,Level 2,No,Weekly,19.308370315599106,79.2394950727415,46.24
44.653105978447314,64.93223245768817,6.954499546962584,43.562533221701756,93.45580725432818,DC Fast,Yes,Weekly,11.655197356049097,77.28074939441791,2.75
99.32156702955356,93.62806214689266,8.866685112247888,112.56103495576114,43.211717561589445,DC Fast,No,Quarterly,11.442513141165914,75.70035225331165,42.82
127.07880373952229,6.400634660862092,9.505100374438744,70.04463394288243,53.881936724966906,DC Fast,No,Weekly,15.414293943049966,80.35518364460717,20.95
226.07103446606044,82.47432373470076,9.869564043513986,72.29830814992144,44.611430712518775,Level 1,Yes,Quarterly,16.144336548350953,84.90326094526866,31.25
199.77240663411916,29.238311041219312,8.699214911423056,121.82771201705263,56.48183139601971,Level 1,Yes,Quarterly,14.801734418595895,82.38041805014207,31.39
124.63385406424618,44.391945450637785,7.144354631763349,145.1620250374952,47.05050789923272,Level 2,Yes,Quarterly,15.989666363238754,78.27345541399016,45.4
345.28033707754287,2.1913328775008956,6.869776209071257,36.46526347013521,4.796755857947588,DC Fast,No,Monthly,11.803797688750713,83.27204800086736,31.13
212.0211867749105,30.1046077834313,9.344978400378652,74.68193079424651,88.20481860076987,DC Fast,No,Weekly,14.796137541640833,82.68984000176407,6.24
83.02937710759807,50.26312426301305,8.525647667259998,82.52240905095945,44.43938189157698,Level 2,Yes,Weekly,16.58092560939668,77.81635793353456,31.97
35.62386541714131,5.617607734743901,8.66399757354802,68.9205362041497,58.894364850734874,DC Fast,No,Quarterly,14.327064492487036,75.14307489794234,16.72
53.50069871451621,49.10957293831652,9.235117310641481,67.21458608310925,13.918780275798703,Level 2,Yes,Weekly,16.79447335816598,76.1816263853395,42.49
86.08520493457785,92.71106288584274,8.961470297063581,26.79492678300755,0.3387847982639136,DC Fast,No,Quarterly,14.511912805538396,83.77306190312058,33.69
56.238480640844486,10.539321810780521,9.42060388499634,109.12002067314103,24.529009364364295,Level 1,No,Weekly,13.335995808422773,83.36563035304872,44.63
65.29845841795702,76.44407280755044,6.696748669109574,76.7078742256059,70.45860321333502,Level 2,No,Quarterly,13.036050470870924,77.95209000878363,15.66
99.78330904284648,40.967105337599264,9.116322228612766,45.32319434371048,9.91945301128786,Level 2,Yes,Quarterly,14.10902058988588,77.8519542628442,33.12
60.68075835316419,65.5173714524338,9.477984650627334,126.08435529926889,90.88874403864679,Level 1,No,Monthly,10.230896226822008,82.92864987102472,6.75
313.8678986192488,26.023659798522935,7.5014726486041,124.33289725971163,21.50225693561846,Level 2,Yes,Quarterly,16.68525138446114,84.37737469895421,60.83
28.081810981574773,15.949226254135828,8.741565458976385,83.2309116515562,20.45936142917758,Level 1,Yes,Monthly,18.451056409802618,82.791372567976,38.84
183.57898634958914,16.046261427122644,7.5995672234294025,58.79858594920887,18.15079616214955,DC Fast,Yes,Weekly,13.546270944431186,81.05578677030762,37.38
143.63888944638154,7.049194564314465,9.852898732688589,102.95205435353881,1.3981712971364746,Level 1,Yes,Weekly,10.460331361417186,77.42671350331804,59.84
343.83251591801223,18.564670490124303,6.616982503524263,57.459777651062396,77.18054684782346,Level 1,Yes,Monthly,19.867755973855576,80.25747914095261,10.05
39.21361575881832,66.42193849889682,8.529274953415342,50.681030942082565,87.50345312452585,Level 2,Yes,Weekly,12.63698255451067,77.33511858593265,5.44
139.24945966600959,88.16906118435081,7.082762414673303,114.96690502342247,61.416270261619886,DC Fast,Yes,Monthly,11.26621121690773,83.08011420096774,31.14
339.3146516463791,81.41256855911618,8.992770718120056,25.24228116372359,18.819998167986228,Level 1,Yes,Weekly,13.69752507973028,78.86961079517738,31.07
302.9274940628931,68.51343098744842,7.115615991965317,32.319901234497216,28.527799694087975,DC Fast,Yes,Monthly,17.385570406335567,83.33697216994027,30.04
285.975224832248,11.043186341110268,7.323841416644251,20.882462623066672,47.592669736496326,Level 1,No,Monthly,12.939165968905657,78.81609217982725,11.06
90.26598946572894,28.918744629594983,8.230297838660153,39.8826142418054,95.43459516233008,Level 2,Yes,Quarterly,15.747032039194877,83.24149405199891,1.47
59.81065558652304,30.980687532246897,9.701922324989074,28.96870113235973,24.73513718177428,Level 1,No,Weekly,14.155599944371422,78.33317815165242,17.77
234.02512697355084,24.99569463976212,7.241000302517898,149.4543078113894,73.16459039198881,Level 1,Yes,Quarterly,11.177639922766184,79.4013270461767,22.97
325.28159619465504,51.50056597097231,7.004840073913362,57.54529609403165,43.94482232929203,DC Fast,No,Monthly,13.302870124921103,81.15488419342657,27.62
194.86701255487543,53.55538148796726,9.156418911489107,39.404841647002144,29.78473483600218,Level 1,No,Quarterly,17.24870505714067,75.70287614029918,23.08
200.06444131446494,35.68859751711102,8.252168363168758,51.32951353946933,45.59159370221138,Level 2,No,Monthly,16.120038973314458,84.48207061815464,21.33
97.99268278109946,35.3789158736436,9.6912478933362,141.6963243002175,7.120671754123253,Level 2,No,Weekly,11.19778379883561,80.73605786123804,75.42
269.3225266171779,82.85555979060814,7.0131509500594476,87.62082899317144,79.86873709303624,Level 1,No,Weekly,11.633224097143085,80.07820014690802,12.85
65.46531199513318,78.92928483196856,8.760747625580638,67.4263525200214,24.330192798296714,Level 1,No,Weekly,16.407333593074455,83.39393971119912,37.01
113.28773274148529,30.779583168074566,7.315077011531352,133.54088952819853,72.54121231929705,DC Fast,Yes,Monthly,18.13415414320869,83.65762729896828,22.24
148.90275351574587,91.37884438732593,7.048661500280738,71.34873517137422,6.834837144819472,DC Fast,Yes,Quarterly,13.494744959581693,80.22260404529015,55.38
177.66363253955925,95.2815017002506,8.892002953050447,63.551114094500456,95.5098556165686,Level 2,Yes,Weekly,15.953107518434502,84.27262325793637,2.56
84.84340634527808,32.67425420300408,8.577896169680567,46.946727931465624,19.30149854056986,DC Fast,Yes,Monthly,11.706435887521053,75.6473776607648,31.51
40.19288865872124,35.442494879305485,9.14189610426816,69.1135871082235,88.27420762070804,Level 1,Yes,Quarterly,13.113763369053238,76.13225792251218,5.17
213.7170148545714,50.56341534219588,7.583119017561638,61.16896628220038,80.94732096154344,Level 2,Yes,Monthly,10.202702056730526,80.9678823001444,9.4
101.02069363408953,94.11208125336735,8.067900797337664,108.04951470875834,96.7859924081416,DC Fast,No,Monthly,17.682759477995226,78.54065861793583,2.39
203.4333774979143,87.63194331423115,7.919150867156464,57.645751607194526,47.78906609457496,Level 2,Yes,Weekly,14.010098197729668,79.64225166189199,27.98
54.02695034597081,10.25679625835898,9.9443131238828,95.035967034933,72.73972938459515,Level 1,No,Monthly,18.161255736539538,78.28079217897167,13.98
168.39903564918612,39.27307432714162,7.5228713485878576,28.56598145415645,37.0710657037784,DC Fast,No,Monthly,17.083729960227263,79.04725311444936,18.92
186.40630139305506,55.33711897497719,7.531860334213684,44.867590370546864,18.436823801969382,Level 1,No,Quarterly,18.28744265728477,83.22646347146299,28.99
18.138237887849417,50.313247255154,7.740918730900126,72.96268530947535,44.30759329334488,Level 1,No,Weekly,12.856586695828828,80.93476199854305,25.89
117.8114973678722,19.38630679368927,8.476079284516125,141.8034030081304,16.574901538845488,Level 2,No,Monthly,11.851087304278453,84.97344549283498,65.47
